epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
44,train,250000,237,11569.620253164556,624,32500,0.0025,11000000,1000000,2117.9,63.041119228574217,2750000,26513.314010000002,505.6731179999988,494.3905283887379
44,test,125000,49,12048.816326530618,1040,27268,0.00125,11000000,1000000,2121.76,0,2750000,26619.032410000003,105.68521300000066,1182.7577051862422
45,train,250000,260,11798.230769230768,376,35716,0.0025,11250000,1000000,1960.66,56.900388261954838,2812500,27126.339908,507.3063809999985,492.79884772433155
45,test,125000,170,10013.105882352942,776,32252,0.00125,11250000,1000000,1988.03,0,2812500,27232.983112,106.61036700000113,1172.4938532478616
46,train,250000,325,11178.670769230763,608,34620,0.0025,11500000,1000000,2178.49,64.439551080292929,2875000,27740.721861,507.73763699999836,492.3802802509218
46,test,125000,56,14347.357142857147,1444,32640,0.00125,11500000,1000000,2161.91,0,2875000,27846.404394,105.64983399999983,1183.1537757077801
47,train,250000,229,13340.681222707426,804,34660,0.0025,11750000,1000000,1914.21,70.114187191984911,2937500,28352.402877,505.99735899999723,494.0737249974488
47,test,125000,71,13424.112676056335,1300,33520,0.00125,11750000,1000000,1930.45,0,2937500,28457.883839000002,105.44803500000125,1185.4180118197414
48,train,250000,233,13327.227467811146,576,33796,0.0025,12000000,1000000,2034.36,60.928100375075303,3000000,28962.986253000003,505.1013410000014,494.95018070046916
48,test,125000,124,12908.129032258059,1452,28792,0.00125,12000000,1000000,2027.68,0,3000000,29068.589249,105.57307299999957,1184.0140335784345
49,train,250000,277,12097.73285198555,852,35108,0.0025,12250000,1000000,1957.88,58.910092418088396,3062500,29573.418062,504.8277049999997,495.2184627030328
49,test,125000,96,12641.333333333336,1440,34964,0.00125,12250000,1000000,1951.12,0,3062500,29678.836560000003,105.38585400000011,1186.117446085315
50,train,250000,228,12612.228070175435,648,32156,0.0025,12500000,1000000,1916.23,65.054412267307882,3125000,30183.532237000003,504.69457500000135,495.34909306286744
50,test,125000,56,16935.142857142855,1524,32564,0.00125,12500000,1000000,1892.48,0,3125000,30289.134962,105.5696339999995,1184.0526036113813
51,train,250000,184,12131.782608695652,820,33848,0.0025,12750000,1000000,1977.31,55.2671002352971,3187500,30793.390448000002,504.2543489999989,495.7815445633381
51,test,125000,77,12439.272727272724,3056,25044,0.00125,12750000,1000000,1971.06,0,3187500,30898.730875,105.30724899999768,1187.0028054764089
52,train,250000,239,13259.949790794974,976,38508,0.0025,13000000,1000000,1868.68,47.120829854074159,3250000,31404.158659,505.4266729999981,494.63159218746046
52,test,125000,134,10615.64179104477,712,29432,0.00125,13000000,1000000,1848.59,0,3250000,31509.774373,105.58290799999668,1183.903743208171
53,train,250000,210,13119.676190476192,684,36052,0.0025,13250000,1000000,1811.78,48.151377973080024,3312500,32017.222036000003,507.4465420000015,492.6627325406018
53,test,125000,81,15311.308641975307,2544,33608,0.00125,13250000,1000000,1792.3,0,3312500,32123.325567000004,106.07080700000006,1178.4580841361933
54,train,250000,210,13951.84761904762,808,47652,0.0025,13500000,1000000,1935.01,51.686778300169486,3375000,32630.644854000002,507.3181790000017,492.7873873804139
54,test,125000,49,16746.85714285714,4236,48720,0.00125,13500000,1000000,1879.72,0,3375000,32736.5259,105.84820000000036,1180.9364731757325
55,train,250000,265,13371.516981132081,1120,35788,0.0025,13750000,1000000,1968.48,47.19729766007552,3437500,33246.930641,510.40364000000045,489.8084190778886
55,test,125000,79,15024.556962025314,2280,36008,0.00125,13750000,1000000,1978.07,0,3437500,33352.494439999995,105.53098799999862,1184.4862098704282
56,train,250000,229,13053.903930131002,676,34580,0.0025,14000000,1000000,2054.01,47.287251375705985,3500000,33856.592937,504.0974220000062,495.9358828063932
56,test,125000,51,17645.49019607843,4684,36468,0.00125,14000000,1000000,2059.94,0,3500000,33961.462637,104.8368199999968,1192.3291835826747
57,train,250000,252,13537.349206349209,676,33220,0.0025,14250000,1000000,2102.89,45.999052767946509,3562500,34463.495147,502.0314070000022,497.9768128331439
57,test,125000,61,15871.081967213115,3332,36040,0.00125,14250000,1000000,2078.96,0,3562500,34568.440243,104.91253499999584,1191.4686838899179
58,train,250000,270,13126.222222222234,1172,32196,0.0025,14500000,1000000,2346.3,47.147015669270701,3625000,35070.736291,502.2949410000001,497.715544381722
58,test,125000,118,14817.254237288133,2208,34520,0.00125,14500000,1000000,2368.05,0,3625000,35175.667702,104.89906999999948,1191.6216225749247
59,train,250000,280,13319.899999999998,32,36524,0.0025,14750000,1000000,1921.49,53.551112935681196,3687500,35677.774341,502.10546199999953,497.9033667632164
59,test,125000,86,12485.348837209303,2456,36072,0.00125,14750000,1000000,1919.89,0,3687500,35782.501249,104.69401700000162,1193.9555246982075
60,train,250000,204,12929.254901960783,672,35848,0.0025,15000000,1000000,2098.32,51.901490361691692,3750000,36284.161181999996,501.6587709999949,498.3467138462581
60,test,125000,65,11851.815384615384,2032,27212,0.00125,15000000,1000000,2098.6,0,3750000,36388.880866,104.6869399999996,1194.0362379490746
61,train,250000,213,12146.366197183097,596,32628,0.0025,15250000,1000000,2095.51,48.586993621586892,3812500,36890.703026999996,501.8209849999985,498.18562290694314
